count;dtLSM
2753;1006
2754;778
2755;781
2756;783
2757;778
2758;900
2759;778
2760;828
2761;914
2762;782
2763;899
2764;778
2765;779
2766;899
2767;779
2768;780
2769;901
2770;778
2771;779
2772;1007
2773;783
2774;778
2775;1007
2776;780
2777;781
2778;1006
2779;781
2780;898
2781;1009
2782;779
2783;901
2784;1007
2785;781
2786;898
2787;784
2788;778
2789;934
2790;778
2791;948
2792;1006
2793;779
2794;898
2795;1008
2796;778
2797;902
2798;1004
2799;780
2800;897
2801;1006
2802;778
2803;899
2804;1005
2805;780
2806;899
2807;780
2808;778
2809;899
2810;779
2811;780
2812;895
2813;781
2814;783
2815;1011
2816;778
2817;778
2818;1005
2819;779
2820;780
2821;1006
2822;778
2823;778
2824;1005
2825;779
2826;897
2827;1011
2828;778
2829;897
2830;1007
2831;778
2832;1005
2833;781
2834;779
2835;1008
2836;780
2837;897
2838;1005
2839;778
2840;898
2841;1007
2842;779
2843;898
2844;799
2845;829
2846;933
2847;780
2848;897
2849;1007
2850;780
2851;896
2852;1013
2853;778
2854;900
2855;1005
2856;777
2857;900
2858;784
2859;829
2860;933
2861;779
2862;941
2863;1006
2864;778
2865;900
2866;783
2867;780
2868;1009
2869;777
